2.195798150000000115e-01,3.288681010000000238e-01,2.526238709999999998e-01,5.118723560000000283e-01,2.373792259999999987e-01,2.660158810000000096e-01,3.574678669999999947e-01,2.718273429999999991e-01,1.805041000000000067e-03,6.913638659999999936e-01,1.996254560000000067e-01,1.617561809999999989e-01,5.120734670000000044e-01,3.608242850000000224e-01,1.640710100000000032e-02,4.719163999999999651e-03,3.468181220000000065e-01,5.946039579999999880e-01,2.151898399999999933e-01,4.291148670000000109e-01
2.203790579999999888e-01,1.897278560000000003e-01,1.760942889999999872e-01,2.807699969999999934e-01,1.021666239999999976e-01,3.216781249999999814e-01,3.601805829999999986e-01,1.534341300000000019e-01,7.129996700000000576e-02,4.653886349999999950e-01,2.693539249999999940e-01,1.678821500000000078e-01,4.266158190000000072e-01,5.039725649999999835e-01,3.259999999999999958e-05,1.737496000000000049e-03,3.957152340000000268e-01,5.029775250000000364e-01,1.297784730000000053e-01,6.140415719999999800e-01
1.208825330000000003e-01,3.132516379999999989e-01,3.646769839999999818e-01,8.324988949999999610e-01,3.531828499999999926e-01,4.842514740000000151e-01,4.069687439999999934e-01,3.465084259999999805e-01,5.521164199999999828e-02,7.554648019999999908e-01,3.425214770000000186e-01,1.715510050000000064e-01,6.356172079999999891e-01,4.714567150000000262e-01,2.729867600000000089e-02,3.429789999999999922e-02,4.720746020000000098e-01,5.813492199999999999e-01,3.088479690000000000e-01,5.603520610000000124e-01
3.192290890000000214e-01,3.463790740000000090e-01,2.497378919999999891e-01,2.717758699999999750e-01,2.497219790000000106e-01,5.139967810000000137e-01,3.856220519999999929e-01,2.891358159999999899e-01,1.828706199999999976e-02,3.833427529999999805e-01,1.916360850000000116e-01,2.621370720000000265e-01,5.107920339999999504e-01,3.076386340000000219e-01,6.721862500000000407e-02,7.095015999999999996e-03,1.642266189999999904e-01,5.418065480000000544e-01,1.262190860000000081e-01,4.445668090000000072e-01
2.588854970000000200e-01,5.921509440000000124e-01,1.659061450000000049e-01,8.274051199999999939e-01,2.281270539999999958e-01,2.265869759999999955e-01,5.783973930000000374e-01,4.500219109999999967e-01,1.077089720000000000e-01,5.232620180000000509e-01,2.925617939999999861e-01,1.027958370000000010e-01,5.512531560000000219e-01,2.032752479999999917e-01,7.058947499999999875e-02,0.000000000000000000e+00,3.157791079999999750e-01,5.907788689999999843e-01,8.321983900000000378e-02,2.489519900000000119e-01
2.320130589999999937e-01,7.021855609999999581e-01,5.376331060000000273e-01,3.842593360000000069e-01,3.912783930000000021e-01,9.091011499999999967e-02,3.550519739999999924e-01,2.145247319999999958e-01,2.995287580000000061e-01,6.756019770000000202e-01,2.453556249999999939e-01,2.025805920000000038e-01,2.713049260000000018e-01,1.512504789999999932e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.673694619999999966e-01,3.240533870000000261e-01,6.682556100000000554e-02,2.916677049999999993e-01
1.666506010000000093e-01,2.543153710000000123e-01,4.562353210000000270e-01,6.899544570000000210e-01,1.395746850000000039e-01,4.858529209999999932e-01,3.045854350000000155e-01,2.895937699999999726e-01,9.929106000000000043e-03,4.147608560000000111e-01,2.725669740000000174e-01,1.604152219999999962e-01,4.976022219999999829e-01,4.622036110000000142e-01,0.000000000000000000e+00,7.674320999999999574e-03,4.636707339999999733e-01,6.346726849999999587e-01,1.037641609999999937e-01,5.526818089999999684e-01
1.581862380000000068e-01,2.355450689999999958e-01,2.802896879999999813e-01,6.908558550000000187e-01,3.041223239999999994e-01,5.151924610000000460e-01,4.576508300000000085e-01,2.697788999999999882e-01,1.232092299999999925e-02,5.816271899999999606e-01,2.985533879999999751e-01,2.372375680000000098e-01,6.485470690000000316e-01,5.208717619999999604e-01,2.646605100000000085e-02,4.624487299999999884e-02,3.277182249999999741e-01,4.331453610000000065e-01,1.910406279999999901e-01,6.377458639999999956e-01
1.581861230000000118e-01,2.355449079999999973e-01,2.802891570000000110e-01,6.908556820000000265e-01,3.041223789999999982e-01,5.151925280000000384e-01,4.576509830000000112e-01,2.697788999999999882e-01,1.232094599999999929e-02,5.816274449999999652e-01,2.985535120000000209e-01,2.372376190000000107e-01,6.485472700000000090e-01,5.208717619999999604e-01,2.646600899999999867e-02,4.624487299999999884e-02,3.277182020000000140e-01,4.331452639999999743e-01,1.910401439999999951e-01,6.377459939999999827e-01
1.472596909999999981e-01,1.975459350000000058e-01,2.255374599999999952e-01,1.150882820000000001e-01,2.071503000000000146e-03,3.230882090000000151e-01,4.649128599999999972e-02,1.337508289999999878e-01,0.000000000000000000e+00,3.095393089999999847e-01,3.953784810000000038e-01,1.907390019999999908e-01,3.881538379999999733e-01,3.866607490000000258e-01,0.000000000000000000e+00,8.299901999999999627e-03,1.021253379999999961e-01,5.617830110000000543e-01,2.943635099999999949e-02,2.598324969999999956e-01
