2.195798150000000115e-01,3.288681010000000238e-01,2.526238709999999998e-01,5.118723560000000283e-01,2.373792259999999987e-01,2.660158810000000096e-01,3.574678669999999947e-01,2.718273429999999991e-01,1.805041000000000067e-03,3.195169849999999756e-01,6.913638659999999936e-01,1.996254560000000067e-01,3.108329400000000090e-02,3.534799820000000259e-01,1.617561809999999989e-01,5.643733370000000305e-01,5.120734670000000044e-01,3.157769610000000227e-01,3.608242850000000224e-01,6.439684239999999837e-01,1.640710100000000032e-02,4.719163999999999651e-03,3.468181220000000065e-01,5.946039579999999880e-01,5.250175879999999795e-01,2.151898399999999933e-01,4.291148670000000109e-01,5.307834930000000506e-01,7.615381079999999914e-01,2.659512920000000058e-01,5.000349800000000178e-01,1.325845519999999944e-01,7.690361529999999446e-01,6.965617010000000331e-01,8.030770320000000240e-01,7.596313569999999515e-01,6.042126060000000409e-01,8.597869399999999440e-02,3.538157060000000076e-01,7.135730869999999948e-01
2.203790579999999888e-01,1.897278560000000003e-01,1.760942889999999872e-01,2.807699969999999934e-01,1.021666239999999976e-01,3.216781249999999814e-01,3.601805829999999986e-01,1.534341300000000019e-01,7.129996700000000576e-02,3.815038559999999745e-01,4.653886349999999950e-01,2.693539249999999940e-01,1.035078600000000071e-02,5.734205980000000036e-01,1.678821500000000078e-01,5.416835719999999466e-01,4.266158190000000072e-01,2.401498460000000001e-01,5.039725649999999835e-01,7.686654459999999744e-01,3.259999999999999958e-05,1.737496000000000049e-03,3.957152340000000268e-01,5.029775250000000364e-01,6.113439609999999913e-01,1.297784730000000053e-01,6.140415719999999800e-01,2.611546679999999787e-01,6.172415439999999753e-01,1.804654780000000125e-01,5.792466590000000526e-01,1.112869660000000011e-01,6.316194000000000530e-01,5.869477109999999831e-01,7.903446020000000072e-01,8.126366250000000013e-01,6.184364949999999750e-01,1.463574410000000048e-01,3.293028100000000014e-01,6.639901710000000179e-01
1.208825330000000003e-01,3.132516379999999989e-01,3.646769839999999818e-01,8.324988949999999610e-01,3.531828499999999926e-01,4.842514740000000151e-01,4.069687439999999934e-01,3.465084259999999805e-01,5.521164199999999828e-02,4.377637039999999757e-01,7.554648019999999908e-01,3.425214770000000186e-01,7.309654499999999888e-02,5.832377090000000486e-01,1.715510050000000064e-01,4.308361569999999974e-01,6.356172079999999891e-01,5.548283769999999837e-01,4.714567150000000262e-01,9.987654929999999487e-01,2.729867600000000089e-02,3.429789999999999922e-02,4.720746020000000098e-01,5.813492199999999999e-01,6.969203480000000228e-01,3.088479690000000000e-01,5.603520610000000124e-01,5.763018479999999499e-01,7.498837919999999935e-01,1.447552729999999899e-01,3.393606370000000205e-01,2.580899000000000040e-02,5.653122099999999817e-01,4.627645850000000061e-01,7.147252849999999880e-01,6.329570829999999759e-01,9.841339049999999755e-01,1.720030049999999866e-01,4.670091969999999870e-01,5.246459780000000128e-01
3.192290890000000214e-01,3.463790740000000090e-01,2.497378919999999891e-01,2.717758699999999750e-01,2.497219790000000106e-01,5.139967810000000137e-01,3.856220519999999929e-01,2.891358159999999899e-01,1.828706199999999976e-02,4.046390329999999813e-01,3.833427529999999805e-01,1.916360850000000116e-01,1.282933629999999936e-01,4.621761580000000036e-01,2.621370720000000265e-01,4.538633610000000207e-01,5.107920339999999504e-01,5.346876240000000280e-01,3.076386340000000219e-01,7.403497150000000193e-01,6.721862500000000407e-02,7.095015999999999996e-03,1.642266189999999904e-01,5.418065480000000544e-01,4.648384540000000120e-01,1.262190860000000081e-01,4.445668090000000072e-01,4.974080450000000209e-01,6.886217590000000000e-01,2.089304309999999998e-01,3.915107429999999944e-01,2.795812010000000014e-01,6.105065119999999457e-01,4.197376309999999999e-01,6.696057429999999755e-01,3.816313590000000033e-01,6.309756149999999897e-01,9.584924200000000116e-02,3.499309480000000194e-01,4.547425959999999989e-01
2.588854970000000200e-01,5.921509440000000124e-01,1.659061450000000049e-01,8.274051199999999939e-01,2.281270539999999958e-01,2.265869759999999955e-01,5.783973930000000374e-01,4.500219109999999967e-01,1.077089720000000000e-01,2.115271350000000050e-01,5.232620180000000509e-01,2.925617939999999861e-01,6.272765800000000558e-02,3.588019150000000268e-01,1.027958370000000010e-01,3.957497300000000218e-01,5.512531560000000219e-01,8.279536599999999524e-02,2.032752479999999917e-01,5.748335470000000003e-01,7.058947499999999875e-02,0.000000000000000000e+00,3.157791079999999750e-01,5.907788689999999843e-01,4.384240070000000045e-01,8.321983900000000378e-02,2.489519900000000119e-01,4.398274859999999897e-01,6.765752010000000150e-01,2.652332629999999969e-01,5.620953829999999485e-01,8.351130900000000579e-02,7.671123869999999512e-01,6.149548620000000465e-01,9.721917039999999899e-01,7.818524949999999807e-01,8.051787440000000018e-01,2.188030850000000083e-01,6.811490329999999593e-01,7.782418429999999887e-01
2.320130589999999937e-01,7.021855609999999581e-01,5.376331060000000273e-01,3.842593360000000069e-01,3.912783930000000021e-01,9.091011499999999967e-02,3.550519739999999924e-01,2.145247319999999958e-01,2.995287580000000061e-01,2.386740099999999920e-01,6.756019770000000202e-01,2.453556249999999939e-01,2.060123900000000036e-02,9.359634899999999536e-02,2.025805920000000038e-01,3.393974920000000228e-01,2.713049260000000018e-01,2.049571289999999879e-01,1.512504789999999932e-01,6.808512450000000493e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.673694619999999966e-01,3.240533870000000261e-01,2.835906550000000248e-01,6.682556100000000554e-02,2.916677049999999993e-01,3.186233139999999908e-01,3.997919420000000112e-01,2.166007430000000122e-01,5.391536620000000335e-01,8.273769499999999999e-02,5.933198880000000175e-01,4.862275859999999894e-01,6.883853269999999913e-01,6.076586689999999846e-01,3.225902350000000030e-01,1.588472119999999876e-01,6.484110180000000057e-01,6.335799730000000185e-01
1.666506010000000093e-01,2.543153710000000123e-01,4.562353210000000270e-01,6.899544570000000210e-01,1.395746850000000039e-01,4.858529209999999932e-01,3.045854350000000155e-01,2.895937699999999726e-01,9.929106000000000043e-03,3.737923859999999765e-01,4.147608560000000111e-01,2.725669740000000174e-01,4.112315500000000151e-02,5.401485950000000091e-01,1.604152219999999962e-01,4.981779769999999941e-01,4.976022219999999829e-01,4.915348950000000272e-01,4.622036110000000142e-01,8.186075229999999481e-01,0.000000000000000000e+00,7.674320999999999574e-03,4.636707339999999733e-01,6.346726849999999587e-01,5.095435579999999520e-01,1.037641609999999937e-01,5.526818089999999684e-01,4.316318250000000245e-01,5.724594849999999902e-01,1.531193429999999911e-01,5.429377319999999507e-01,4.829528390000000226e-01,3.594617090000000181e-01,4.208526559999999916e-01,4.470112090000000205e-01,7.014682759999999462e-01,1.199821719999999980e-01,1.118527059999999962e-01,7.307114780000000254e-01,1.880031580000000035e-01
1.581862380000000068e-01,2.355450689999999958e-01,2.802896879999999813e-01,6.908558550000000187e-01,3.041223239999999994e-01,5.151924610000000460e-01,4.576508300000000085e-01,2.697788999999999882e-01,1.232092299999999925e-02,4.709050850000000010e-01,5.816271899999999606e-01,2.985533879999999751e-01,1.057707880000000045e-01,5.188956209999999736e-01,2.372375680000000098e-01,3.798121110000000078e-01,6.485470690000000316e-01,4.133056299999999794e-01,5.208717619999999604e-01,1.000000000000000000e+00,2.646605100000000085e-02,4.624487299999999884e-02,3.277182249999999741e-01,4.331453610000000065e-01,6.755113099999999760e-01,1.910406279999999901e-01,6.377458639999999956e-01,5.133963209999999888e-01,5.943344200000000299e-01,1.152045000000000013e-01,5.144892580000000049e-01,2.656103710000000118e-01,2.515805309999999961e-01,2.287394570000000071e-01,4.358842270000000130e-01,3.085711090000000101e-01,3.840963279999999869e-01,7.567410730000000418e-01,3.078230969999999900e-01,2.002438410000000057e-01
1.581861230000000118e-01,2.355449079999999973e-01,2.802891570000000110e-01,6.908556820000000265e-01,3.041223789999999982e-01,5.151925280000000384e-01,4.576509830000000112e-01,2.697788999999999882e-01,1.232094599999999929e-02,4.709050049999999876e-01,5.816274449999999652e-01,2.985535120000000209e-01,1.057707310000000067e-01,5.188958399999999971e-01,2.372376190000000107e-01,3.798123689999999830e-01,6.485472700000000090e-01,4.133058660000000217e-01,5.208717619999999604e-01,9.999999010000000244e-01,2.646600899999999867e-02,4.624487299999999884e-02,3.277182020000000140e-01,4.331452639999999743e-01,6.755113099999999760e-01,1.910401439999999951e-01,6.377459939999999827e-01,5.133963209999999888e-01,5.943339439999999474e-01,3.958398280000000047e-01,7.075099950000000026e-01,2.349653630000000104e-01,6.344011179999999861e-01,4.028020560000000194e-01,7.485241019999999690e-01,4.818590990000000129e-01,3.507063320000000095e-01,6.436744779999999944e-01,6.646345089999999844e-01,3.953332250000000103e-01
1.472596909999999981e-01,1.975459350000000058e-01,2.255374599999999952e-01,1.150882820000000001e-01,2.071503000000000146e-03,3.230882090000000151e-01,4.649128599999999972e-02,1.337508289999999878e-01,0.000000000000000000e+00,2.337805950000000077e-01,3.095393089999999847e-01,3.953784810000000038e-01,1.891870000000000032e-04,3.866486809999999941e-01,1.907390019999999908e-01,1.195668319999999979e-01,3.881538379999999733e-01,6.817080400000000151e-02,3.866607490000000258e-01,8.322528300000000545e-01,0.000000000000000000e+00,8.299901999999999627e-03,1.021253379999999961e-01,5.617830110000000543e-01,2.806998769999999865e-01,2.943635099999999949e-02,2.598324969999999956e-01,1.933484550000000024e-01,4.286690269999999803e-01,2.626411920000000233e-01,6.940400810000000309e-01,3.986468220000000118e-01,5.124523570000000250e-01,2.924823509999999738e-01,5.955247369999999707e-01,3.584527579999999825e-01,1.024682989999999988e-01,1.673388699999999937e-02,5.482283100000000520e-01,8.068972900000000170e-02
