1.078659579999999979e-01,5.118723560000000283e-01,8.398926869999999711e-01,4.943802250000000065e-01,1.825423280000000037e-01,4.585944840000000244e-01,3.951869769999999948e-01,6.036090210000000233e-01,1.663547400000000009e-01,1.152355709999999950e-01,5.113607850000000399e-01,1.043012299999999948e-02,1.447175009999999984e-01,4.954474779999999967e-01,3.007709999999999811e-03,4.291148670000000109e-01,5.193853000000000011e-03,5.437545419999999519e-01,7.684787499999999605e-02,2.585736000000000145e-01
1.337680689999999895e-01,2.807699969999999934e-01,3.764080510000000213e-01,6.184065429999999752e-01,6.421781699999999649e-02,3.151203530000000197e-01,3.480639710000000275e-01,3.568355249999999868e-01,1.633197909999999919e-01,1.580530689999999905e-01,5.071119210000000210e-01,1.539166299999999987e-02,1.523638210000000104e-01,8.336547069999999948e-01,2.742565000000000194e-03,6.140415719999999800e-01,4.111991100000000204e-02,3.055585570000000084e-01,2.868196300000000129e-02,5.093922900000000253e-02
7.162836100000000150e-02,8.324988949999999610e-01,9.408885919999999681e-01,5.550367189999999562e-01,9.501727199999999984e-02,3.532825989999999750e-01,4.307005569999999839e-01,5.725187560000000175e-01,2.311500770000000093e-01,2.633031430000000173e-01,6.920806000000000457e-01,1.007952500000000064e-02,1.071606479999999972e-01,7.259229759999999976e-01,2.626886399999999941e-02,5.603520610000000124e-01,1.529468500000000057e-02,5.833529140000000002e-01,1.043712470000000003e-01,2.965907919999999920e-01
9.416294499999999790e-02,2.717758699999999750e-01,7.022905430000000448e-01,6.099038949999999737e-01,2.248594939999999931e-01,3.236360580000000042e-01,3.260877389999999876e-01,8.355450570000000354e-01,1.510597650000000125e-01,4.207008799999999993e-01,6.812858330000000073e-01,2.986766899999999947e-02,2.545873490000000183e-01,4.772899070000000132e-01,4.812661999999999669e-03,4.445668090000000072e-01,4.848386699999999994e-02,3.814388960000000273e-01,3.325365400000000055e-02,1.632447479999999951e-01
1.722213860000000041e-01,8.274051199999999939e-01,7.026320249999999934e-01,3.428793680000000177e-01,3.105492870000000072e-01,6.205718209999999679e-01,4.888551810000000275e-01,4.877817360000000213e-01,2.318945920000000105e-01,2.901453330000000053e-01,3.670848809999999740e-01,0.000000000000000000e+00,1.270750489999999955e-01,3.881412260000000058e-01,3.897343699999999966e-02,2.489519900000000119e-01,1.010653819999999953e-01,6.311608149999999862e-01,2.149445929999999894e-01,5.253824729999999610e-01
1.163341080000000055e-01,3.842593360000000069e-01,7.304080750000000455e-01,1.758791969999999871e-01,5.353661060000000083e-01,1.643146390000000123e-01,8.012681369999999914e-01,8.285240200000000554e-02,4.454535769999999895e-01,4.162901829999999803e-01,1.733130930000000014e-01,3.510392400000000163e-02,4.751156819999999836e-01,4.713796490000000117e-01,1.167262609999999978e-01,2.916677049999999993e-01,1.031224869999999988e-01,6.828516220000000470e-01,3.246516039999999825e-01,1.428031039999999863e-01
9.642499399999999998e-02,6.899544570000000210e-01,7.097460270000000016e-01,6.483620740000000104e-01,1.157487140000000025e-01,4.154944830000000255e-01,4.754449840000000149e-01,6.341643259999999449e-01,1.187278060000000052e-01,2.358135399999999882e-01,7.266988549999999769e-01,6.169698800000000122e-02,2.381129499999999899e-01,5.906394980000000405e-01,1.426613399999999976e-02,5.526818089999999684e-01,1.887783999999999990e-03,1.825129129999999988e-01,5.429579000000000349e-03,2.541598389999999985e-01
1.957950910000000044e-01,6.908558550000000187e-01,8.237834019999999979e-01,6.508638879999999460e-01,8.939148199999999433e-02,4.738849620000000207e-01,4.177702979999999844e-01,6.480744779999999539e-01,2.017595199999999978e-01,2.357833950000000067e-01,7.868882529999999820e-01,6.960422900000000357e-02,1.407785179999999914e-01,7.993891530000000190e-01,1.999277600000000030e-02,6.377458639999999956e-01,1.011260699999999985e-01,3.889164460000000267e-01,2.194227099999999930e-02,2.454336310000000132e-01
1.957951579999999969e-01,6.908556820000000265e-01,8.237831960000000509e-01,6.508639440000000276e-01,8.939141999999999921e-02,4.738851020000000025e-01,4.177701670000000256e-01,6.480753390000000280e-01,2.017594960000000104e-01,2.357836650000000034e-01,7.868882529999999820e-01,6.960418300000000003e-02,1.407782690000000114e-01,7.993891530000000190e-01,1.999272599999999886e-02,6.377459939999999827e-01,1.011263399999999951e-01,3.889161500000000160e-01,2.194221500000000102e-02,2.454336039999999997e-01
2.712483900000000128e-02,1.150882820000000001e-01,1.942348799999999986e-01,2.887836899999999818e-01,7.684932899999999401e-02,8.286008699999999894e-02,3.414376510000000087e-01,3.555697290000000010e-01,2.813690770000000230e-01,5.135251799999999978e-02,2.082499260000000019e-01,1.613476800000000072e-02,4.396794330000000084e-01,4.251413969999999765e-01,1.127370400000000071e-02,2.598324969999999956e-01,0.000000000000000000e+00,5.811491900000000099e-02,1.337165499999999965e-02,8.972057899999999475e-02
